,ID,lat,long,Sea_level.mm,C,year
4436,1106,26.647,-81.87,7055,N,1983
5749,299,36.947,-76.33,7169,N,1983
70,756,21.953,-159.355,7009,N,1983
5847,1295,38.573,-76.068,7065,N,1983
2035,265,46.207,-123.768,7066,N,1983
3457,919,26.068,-97.152,NA,N,1983
762,1179,57.745,-152.482,6853,N,1983
4487,1107,26.132,-81.807,7009,N,1983
1742,384,48.547,-123.01,7148,N,1983
7324,362,40.793,-73.782,7168,N,1983
6175,311,38.983,-76.48,7066,N,1983
2661,2330,38.055,-122.04,7398,N,1983
6804,180,39.355,-74.418,7104,N,1983
1153,445,59.548,-139.733,6911,N,1983
1627,2127,48.125,-123.44,7063,N,1983
1574,385,48.367,-124.612,7121,N,1983
2382,1394,37.995,-122.977,7185,N,1983
4835,1182,29.147,-80.963,7142,N,1983
6699,1153,38.968,-74.96,7154,N,1983
8168,525,44.392,-68.205,7134,N,1983
6289,148,39.267,-76.578,7112,N,1983
6333,1338,38.957,-76.355,7065,N,1983
6610,135,39.933,-75.142,7005,N,1983
1232,426,57.052,-135.342,7070,N,1983
2621,437,37.772,-122.298,7227,N,1983
4094,246,30.403,-87.21,7086,N,1983
1492,225,55.332,-131.625,7157,N,1983
6365,636,37.165,-75.988,7032,N,1983
1313,495,59.45,-135.327,NA,N,1983
6410,1337,38.61,-75.07,7022,N,1983
3295,158,32.713,-117.173,7172,N,1983
1394,405,58.298,-134.412,6841,N,1983
4929,316,30.393,-81.432,7136,N,1983
2544,10,37.807,-122.465,7224,N,1983
6475,224,38.782,-75.12,7103,N,1983
1065,566,60.558,-145.752,7163,N,1983
5901,2324,37.995,-76.465,7025,N,1983
3367,497,26.06,-97.215,7089,N,1983
6916,366,40.467,-74.008,7144,N,1983
3420,1038,26.553,-97.422,7046,N,1983
5186,1537,32.433,-80.667,7001,N,1983
1898,127,47.602,-122.338,7227,N,1983
4591,188,24.555,-81.807,7158,N,1983
823,1067,61.238,-149.89,NA,N,1983
1780,1354,46.707,-123.967,6421,Y,1983
7247,848,40.95,-73.077,7075,N,1983
5987,360,38.873,-77.022,7006,N,1983
5150,395,32.033,-80.902,7165,N,1983
3184,256,32.867,-117.257,7142,N,1983
7178,519,41.048,-71.96,7110,N,1983
3724,161,29.31,-94.793,7293,N,1983
867,1350,60.683,-151.397,NA,N,1983
4664,1424,24.718,-81.017,7002,N,1983
8203,1524,44.642,-67.297,7016,N,1983
2725,1352,36.605,-121.887,7119,N,1983
7077,12,40.7,-74.013,7084,N,1983
3117,766,33.603,-117.882,7135,N,1983
918,1070,59.44,-151.72,7052,N,1983
3901,526,29.263,-89.957,7102,N,1983
971,266,60.12,-149.427,7187,N,1983
6080,412,38.317,-76.452,7161,N,1983
4739,1696,26.612,-80.033,NA,N,1983
1013,1353,61.125,-146.362,7081,N,1983
5068,112,30.672,-81.465,7256,N,1983
2340,2125,38.913,-123.707,NA,N,1983
4175,1193,29.727,-84.982,6939,N,1983
5815,597,37.247,-76.5,7083,N,1983
8086,183,43.657,-70.247,7145,N,1983
5482,2295,34.72,-76.67,7097,N,1983
5304,1444,33.655,-78.918,NA,N,1983
7728,367,41.523,-70.672,7079,N,1983
241,823,21.432,-157.79,NA,N,1983
5371,2294,35.223,-75.635,7064,N,1983
3572,725,28.948,-95.308,7025,N,1983
427,300,19.73,-155.055,7099,N,1983
5438,396,34.227,-77.953,7148,N,1983
2097,1196,44.625,-124.042,7140,N,1983
523,487,51.863,-176.632,7081,N,1983
4385,520,27.76,-82.627,7129,N,1983
3510,538,28.022,-97.047,7023,N,1983
3622,828,29.285,-94.788,7042,N,1983
182,155,21.307,-157.867,7050,N,1983
7986,288,43.08,-70.742,7075,N,1983
5611,399,36.822,-76.293,7044,N,1983
2951,377,34.008,-118.5,NA,N,1983
7896,235,42.353,-71.053,7144,N,1983
3044,245,33.72,-118.272,7137,N,1983
312,521,20.895,-156.477,6986,N,1983
2867,2126,34.408,-119.685,NA,N,1983
5362,1431,33.915,-78.018,7048,N,1983
2154,1269,43.345,-124.322,7129,N,1983
4283,428,29.135,-83.032,7013,N,1983
7780,1111,41.285,-70.097,7088,N,1983
613,757,53.88,-166.537,6975,N,1983
3982,1156,30.25,-88.075,6984,N,1983
1899,127,47.602,-122.338,7132,N,1984
4095,246,30.403,-87.21,7073,N,1984
5187,1537,32.433,-80.667,6965,N,1984
3421,1038,26.553,-97.422,7032,N,1984
7729,367,41.523,-70.672,7053,N,1984
7325,362,40.793,-73.782,7127,N,1984
1014,1353,61.125,-146.362,7059,N,1984
5902,2324,37.995,-76.465,7010,N,1984
2952,377,34.008,-118.5,6963,N,1984
6805,180,39.355,-74.418,7088,N,1984
7078,12,40.7,-74.013,7061,N,1984
2868,2126,34.408,-119.685,NA,N,1984
5848,1295,38.573,-76.068,7038,N,1984
5483,2295,34.72,-76.67,7078,N,1984
9,1372,23.867,-166.283,7013,N,1984
1314,495,59.45,-135.327,6892,N,1984
6917,366,40.467,-74.008,7119,N,1984
7384,1068,41.173,-73.182,6985,N,1984
6366,636,37.165,-75.988,7004,N,1984
3458,919,26.068,-97.152,7039,N,1984
5612,399,36.822,-76.293,7015,N,1984
2271,378,41.745,-124.182,7076,N,1984
1575,385,48.367,-124.612,7014,N,1984
5069,112,30.672,-81.465,7218,N,1984
242,823,21.432,-157.79,6982,N,1984
2797,508,35.177,-120.76,7076,N,1984
7987,288,43.08,-70.742,NA,N,1984
8130,1279,44.105,-69.102,6978,N,1984
7781,1111,41.285,-70.097,7068,N,1984
71,756,21.953,-159.355,7017,N,1984
868,1350,60.683,-151.397,NA,N,1984
6611,135,39.933,-75.142,6984,N,1984
5988,360,38.873,-77.022,7006,N,1984
5363,1431,33.915,-78.018,7033,N,1984
3902,526,29.263,-89.957,7097,N,1984
8087,183,43.657,-70.247,7112,N,1984
4665,1424,24.718,-81.017,7004,N,1984
919,1070,59.44,-151.72,7018,N,1984
8204,1524,44.642,-67.297,6998,N,1984
8169,525,44.392,-68.205,7103,N,1984
3118,766,33.603,-117.882,7081,N,1984
2726,1352,36.605,-121.887,7028,N,1984
7897,235,42.353,-71.053,7120,N,1984
1743,384,48.547,-123.01,7056,N,1984
6290,148,39.267,-76.578,7094,N,1984
2098,1196,44.625,-124.042,7025,N,1984
3725,161,29.31,-94.793,7267,N,1984
428,300,19.73,-155.055,7124,N,1984
972,266,60.12,-149.427,7161,N,1984
4592,188,24.555,-81.807,7161,N,1984
4740,1696,26.612,-80.033,NA,N,1984
2622,437,37.772,-122.298,7078,N,1984
2383,1394,37.995,-122.977,7065,N,1984
824,1067,61.238,-149.89,7146,N,1984
1493,225,55.332,-131.625,7111,N,1984
1781,1354,46.707,-123.967,6332,N,1984
3185,256,32.867,-117.257,7089,N,1984
6700,1153,38.968,-74.96,7110,N,1984
7248,848,40.95,-73.077,7064,N,1984
6081,412,38.317,-76.452,7141,N,1984
1233,426,57.052,-135.342,7031,N,1984
5372,2294,35.223,-75.635,7048,N,1984
5151,395,32.033,-80.902,7127,N,1984
2155,1269,43.345,-124.322,7037,N,1984
7179,519,41.048,-71.96,7097,N,1984
3983,1156,30.25,-88.075,6956,N,1984
2341,2125,38.913,-123.707,NA,N,1984
3511,538,28.022,-97.047,6995,N,1984
3573,725,28.948,-95.308,6993,N,1984
1154,445,59.548,-139.733,6887,N,1984
7538,430,41.807,-71.4,7068,N,1984
1944,1325,48.112,-122.757,6997,N,1984
6476,224,38.782,-75.12,7079,N,1984
3296,158,32.713,-117.173,7118,N,1984
2662,2330,38.055,-122.04,7195,N,1984
183,155,21.307,-157.867,7097,N,1984
4930,316,30.393,-81.432,7096,N,1984
5250,234,32.782,-79.925,7082,N,1984
1066,566,60.558,-145.752,7153,N,1984
2545,10,37.807,-122.465,7078,N,1984
1395,405,58.298,-134.412,6794,N,1984
3623,828,29.285,-94.788,7018,N,1984
8296,332,44.903,-66.982,7040,N,1984
4488,1107,26.132,-81.807,7012,N,1984
4386,520,27.76,-82.627,7118,N,1984
4437,1106,26.647,-81.87,7006,N,1984
2036,265,46.207,-123.768,6972,N,1984
5439,396,34.227,-77.953,7147,N,1984
3045,245,33.72,-118.272,7083,N,1984
4284,428,29.135,-83.032,7006,N,1984
1628,2127,48.125,-123.44,6969,N,1984
4176,1193,29.727,-84.982,6927,N,1984
6176,311,38.983,-76.48,7045,N,1984
7624,351,41.505,-71.327,7127,N,1984
2852,1013,34.348,-119.442,7124,N,1984
3368,497,26.06,-97.215,NA,N,1984
524,487,51.863,-176.632,7054,N,1984
5750,299,36.947,-76.33,7146,N,1984
7460,429,41.36,-72.09,7067,N,1984
614,757,53.88,-166.537,6922,N,1984
313,521,20.895,-156.477,7036,N,1984
5305,1444,33.655,-78.918,7000,N,1984
5816,597,37.247,-76.5,7055,N,1984
1782,1354,46.707,-123.967,NA,N,1985
2037,265,46.207,-123.768,6857,N,1985
973,266,60.12,-149.427,7068,N,1985
4931,316,30.393,-81.432,7109,N,1985
6701,1153,38.968,-74.96,7086,Y,1985
2156,1269,43.345,-124.322,6966,N,1985
7180,519,41.048,-71.96,7073,N,1985
5373,2294,35.223,-75.635,7018,N,1985
72,756,21.953,-159.355,7021,N,1985
7625,351,41.505,-71.327,7110,N,1985
3984,1156,30.25,-88.075,NA,N,1985
2188,1640,42.738,-124.498,6908,N,1985
7249,848,40.95,-73.077,7017,N,1985
6477,224,38.782,-75.12,7037,N,1985
5152,395,32.033,-80.902,7130,N,1985
6082,412,38.317,-76.452,7118,N,1985
1945,1325,48.112,-122.757,6916,N,1985
1234,426,57.052,-135.342,6913,N,1985
6806,180,39.355,-74.418,NA,N,1985
2663,2330,38.055,-122.04,7121,N,1985
5817,597,37.247,-76.5,7018,N,1985
429,300,19.73,-155.055,7078,N,1985
4317,1638,27.978,-82.832,7028,N,1985
3624,828,29.285,-94.788,7016,N,1985
6644,1654,40.188,-74.755,6951,N,1985
7898,235,42.353,-71.053,7117,N,1985
1629,2127,48.125,-123.44,6882,N,1985
3119,766,33.603,-117.882,7029,N,1985
2727,1352,36.605,-121.887,6993,N,1985
6291,148,39.267,-76.578,7064,N,1985
8297,332,44.903,-66.982,7028,N,1985
3046,245,33.72,-118.272,7029,N,1985
7111,1637,40.637,-74.142,6945,N,1985
1744,384,48.547,-123.01,6976,N,1985
615,757,53.88,-166.537,6860,N,1985
4177,1193,29.727,-84.982,6902,N,1985
6650,786,39.558,-75.573,7020,N,1985
8205,1524,44.642,-67.297,NA,N,1985
2384,1394,37.995,-122.977,7041,N,1985
8170,525,44.392,-68.205,7096,N,1985
4666,1424,24.718,-81.017,6960,N,1985
3726,161,29.31,-94.793,7265,N,1985
3574,725,28.948,-95.308,6986,N,1985
4438,1106,26.647,-81.87,7009,N,1985
1494,225,55.332,-131.625,6989,N,1985
5364,1431,33.915,-78.018,7026,N,1985
5989,360,38.873,-77.022,6955,N,1985
6612,135,39.933,-75.142,6924,N,1985
2546,10,37.807,-122.465,7025,N,1985
3903,526,29.263,-89.957,7100,N,1985
2304,1639,40.767,-124.217,6972,N,1985
5287,1651,33.235,-79.203,7053,N,1985
920,1070,59.44,-151.72,6911,N,1985
4128,1641,30.152,-85.667,6961,N,1985
2099,1196,44.625,-124.042,6950,N,1985
8088,183,43.657,-70.247,7089,N,1985
2695,1663,37.583,-122.25,6901,N,1985
869,1350,60.683,-151.397,NA,N,1985
825,1067,61.238,-149.89,7052,Y,1985
7079,12,40.7,-74.013,7013,N,1985
6367,636,37.165,-75.988,6979,N,1985
7461,429,41.36,-72.09,7030,N,1985
1015,1353,61.125,-146.362,6966,N,1985
5440,396,34.227,-77.953,7110,N,1985
773,567,57.732,-152.512,6974,N,1985
243,823,21.432,-157.79,6965,N,1985
4387,520,27.76,-82.627,7127,N,1985
3512,538,28.022,-97.047,6993,N,1985
2798,508,35.177,-120.76,7035,N,1985
6918,366,40.467,-74.008,7079,N,1985
4489,1107,26.132,-81.807,7015,N,1985
5070,112,30.672,-81.465,7233,N,1985
1067,566,60.558,-145.752,7059,N,1985
5251,234,32.782,-79.925,7081,N,1985
3422,1038,26.553,-97.422,7017,N,1985
7385,1068,41.173,-73.182,6951,N,1985
314,521,20.895,-156.477,NA,N,1985
4285,428,29.135,-83.032,NA,N,1985
2869,2126,34.408,-119.685,NA,N,1985
704,1634,55.337,-160.502,6930,N,1985
2272,378,41.745,-124.182,7026,N,1985
184,155,21.307,-157.867,7068,N,1985
5613,399,36.822,-76.293,6973,N,1985
1576,385,48.367,-124.612,6925,N,1985
5525,1636,36.183,-75.747,6991,N,1985
5662,1635,36.967,-76.113,6985,Y,1985
3459,919,26.068,-97.152,7027,N,1985
1315,495,59.45,-135.327,6795,N,1985
10,1372,23.867,-166.283,6920,N,1985
1900,127,47.602,-122.338,7057,N,1985
5903,2324,37.995,-76.465,6966,N,1985
2342,2125,38.913,-123.707,NA,N,1985
6177,311,38.983,-76.48,7004,N,1985
7782,1111,41.285,-70.097,7052,N,1985
8131,1279,44.105,-69.102,6962,N,1985
2953,377,34.008,-118.5,6973,Y,1985
2623,437,37.772,-122.298,7026,N,1985
5484,2295,34.72,-76.67,7072,N,1985
525,487,51.863,-176.632,7029,N,1985
4773,1669,26.7,-80.05,7006,N,1985
4593,188,24.555,-81.807,7164,N,1985
5751,299,36.947,-76.33,7105,N,1985
5306,1444,33.655,-78.918,7020,Y,1985
7539,430,41.807,-71.4,7039,N,1985
3186,256,32.867,-117.257,7047,N,1985
2853,1013,34.348,-119.442,7072,N,1985
5849,1295,38.573,-76.068,7006,N,1985
3297,158,32.713,-117.173,7071,N,1985
7730,367,41.523,-70.672,7036,N,1985
1155,445,59.548,-139.733,6779,N,1985
3369,497,26.06,-97.215,NA,N,1985
4096,246,30.403,-87.21,7079,N,1985
4226,1670,30.06,-84.29,7052,N,1985
7326,362,40.793,-73.782,7085,N,1985
4741,1696,26.612,-80.033,7007,N,1985
1661,1633,48.863,-122.757,6945,Y,1985
1396,405,58.298,-134.412,6677,N,1985
7988,288,43.08,-70.742,7016,N,1985
4286,428,29.135,-83.032,NA,N,1986
3727,161,29.31,-94.793,7279,N,1986
3904,526,29.263,-89.957,7093,N,1986
6651,786,39.558,-75.573,7051,Y,1986
3370,497,26.06,-97.215,7063,N,1986
6807,180,39.355,-74.418,NA,N,1986
6919,366,40.467,-74.008,7097,N,1986
7899,235,42.353,-71.053,7096,N,1986
6702,1153,38.968,-74.96,7090,N,1986
1577,385,48.367,-124.612,6998,N,1986
5374,2294,35.223,-75.635,7057,N,1986
2664,2330,38.055,-122.04,7216,N,1986
6083,412,38.317,-76.452,7125,N,1986
974,266,60.12,-149.427,7142,N,1986
4742,1696,26.612,-80.033,7012,N,1986
1662,1633,48.863,-122.757,7021,N,1986
1156,445,59.548,-139.733,6847,N,1986
2343,2125,38.913,-123.707,NA,N,1986
5485,2295,34.72,-76.67,7085,N,1986
1630,2127,48.125,-123.44,6951,N,1986
6178,311,38.983,-76.48,7014,N,1986
1068,566,60.558,-145.752,7125,N,1986
5365,1431,33.915,-78.018,7033,N,1986
2954,377,34.008,-118.5,7019,N,1986
2385,1394,37.995,-122.977,7077,Y,1986
921,1070,59.44,-151.72,6971,N,1986
315,521,20.895,-156.477,6951,N,1986
5526,1636,36.183,-75.747,NA,N,1986
3575,725,28.948,-95.308,7000,N,1986
2696,1663,37.583,-122.25,6970,N,1986
1016,1353,61.125,-146.362,7031,N,1986
5071,112,30.672,-81.465,7246,N,1986
2728,1352,36.605,-121.887,7023,N,1986
8089,183,43.657,-70.247,7089,N,1986
705,1634,55.337,-160.502,7014,N,1986
6368,636,37.165,-75.988,6987,N,1986
5818,597,37.247,-76.5,7027,N,1986
1316,495,59.45,-135.327,6853,N,1986
5850,1295,38.573,-76.068,7007,N,1986
11,1372,23.867,-166.283,NA,N,1986
7386,1068,41.173,-73.182,6966,N,1986
2870,2126,34.408,-119.685,NA,N,1986
5441,396,34.227,-77.953,7100,N,1986
5663,1635,36.967,-76.113,6977,N,1986
3460,919,26.068,-97.152,7018,N,1986
2273,378,41.745,-124.182,7086,N,1986
8171,525,44.392,-68.205,7096,Y,1986
3423,1038,26.553,-97.422,7009,N,1986
1901,127,47.602,-122.338,7125,N,1986
7080,12,40.7,-74.013,7033,N,1986
3513,538,28.022,-97.047,7002,N,1986
774,567,57.732,-152.512,7018,N,1986
244,823,21.432,-157.79,6899,N,1986
5904,2324,37.995,-76.465,6964,N,1986
5614,399,36.822,-76.293,6970,N,1986
4097,246,30.403,-87.21,7078,N,1986
7462,429,41.36,-72.09,7030,N,1986
4227,1670,30.06,-84.29,7061,Y,1986
3047,245,33.72,-118.272,7050,N,1986
2547,10,37.807,-122.465,7089,N,1986
5288,1651,33.235,-79.203,7044,N,1986
4439,1106,26.647,-81.87,NA,N,1986
4932,316,30.393,-81.432,7116,N,1986
2038,265,46.207,-123.768,6931,N,1986
1946,1325,48.112,-122.757,6988,N,1986
7626,351,41.505,-71.327,7104,N,1986
6478,224,38.782,-75.12,7048,N,1986
185,155,21.307,-157.867,7005,N,1986
526,487,51.863,-176.632,7074,N,1986
5752,299,36.947,-76.33,7111,N,1986
2854,1013,34.348,-119.442,7087,N,1986
5307,1444,33.655,-78.918,NA,N,1986
7540,430,41.807,-71.4,7037,N,1986
1397,405,58.298,-134.412,6745,N,1986
4388,520,27.76,-82.627,7131,N,1986
5252,234,32.782,-79.925,7091,N,1986
4490,1107,26.132,-81.807,7023,Y,1986
4178,1193,29.727,-84.982,6910,N,1986
3625,828,29.285,-94.788,7044,N,1986
7327,362,40.793,-73.782,7106,N,1986
2799,508,35.177,-120.76,7049,N,1986
8132,1279,44.105,-69.102,6959,N,1986
6292,148,39.267,-76.578,7059,N,1986
4667,1424,24.718,-81.017,NA,N,1986
1235,426,57.052,-135.342,6990,N,1986
5153,395,32.033,-80.902,7156,N,1986
1745,384,48.547,-123.01,7044,N,1986
2189,1640,42.738,-124.498,6978,N,1986
3985,1156,30.25,-88.075,NA,N,1986
7181,519,41.048,-71.96,7072,N,1986
2157,1269,43.345,-124.322,NA,N,1986
6645,1654,40.188,-74.755,6991,N,1986
430,300,19.73,-155.055,7043,N,1986
3298,158,32.713,-117.173,7084,N,1986
870,1350,60.683,-151.397,NA,N,1986
4318,1638,27.978,-82.832,7026,Y,1986
73,756,21.953,-159.355,6940,N,1986
7250,848,40.95,-73.077,7021,N,1986
6613,135,39.933,-75.142,6952,N,1986
3120,766,33.603,-117.882,7043,N,1986
7731,367,41.523,-70.672,7037,N,1986
7112,1637,40.637,-74.142,6958,N,1986
4129,1641,30.152,-85.667,6965,N,1986
3187,256,32.867,-117.257,7065,N,1986
4594,188,24.555,-81.807,7199,N,1986
2624,437,37.772,-122.298,7090,N,1986
8206,1524,44.642,-67.297,6993,N,1986
7783,1111,41.285,-70.097,7050,N,1986
2305,1639,40.767,-124.217,7041,N,1986
826,1067,61.238,-149.89,7093,N,1986
8298,332,44.903,-66.982,7029,N,1986
2100,1196,44.625,-124.042,7021,N,1986
1783,1354,46.707,-123.967,6323,N,1986
1495,225,55.332,-131.625,7069,N,1986
616,757,53.88,-166.537,NA,N,1986
5990,360,38.873,-77.022,6941,N,1986
6479,224,38.782,-75.12,7093,N,1987
4209,1714,29.915,-84.512,7003,N,1987
6646,1654,40.188,-74.755,7009,N,1987
6652,786,39.558,-75.573,7054,N,1987
4933,316,30.393,-81.432,7101,N,1987
2548,10,37.807,-122.465,7065,N,1987
3576,725,28.948,-95.308,6964,N,1987
8090,183,43.657,-70.247,7114,N,1987
2386,1394,37.995,-122.977,7078,N,1987
4098,246,30.403,-87.21,7047,N,1987
1157,445,59.548,-139.733,6903,N,1987
6703,1153,38.968,-74.96,7128,N,1987
245,823,21.432,-157.79,6921,N,1987
5442,396,34.227,-77.953,7109,N,1987
2625,437,37.772,-122.298,7066,N,1987
8172,525,44.392,-68.205,7110,N,1987
1496,225,55.332,-131.625,7110,N,1987
2955,377,34.008,-118.5,7034,N,1987
1578,385,48.367,-124.612,6993,N,1987
1236,426,57.052,-135.342,7031,N,1987
74,756,21.953,-159.355,6916,N,1987
1317,495,59.45,-135.327,6920,N,1987
6369,636,37.165,-75.988,7022,N,1987
2158,1269,43.345,-124.322,7027,N,1987
1398,405,58.298,-134.412,6795,N,1987
6614,135,39.933,-75.142,6972,N,1987
6293,148,39.267,-76.578,7081,N,1987
186,155,21.307,-157.867,7034,N,1987
617,757,53.88,-166.537,NA,N,1987
7251,848,40.95,-73.077,7039,N,1987
3461,919,26.068,-97.152,NA,N,1987
2274,378,41.745,-124.182,7057,N,1987
3424,1038,26.553,-97.422,6972,N,1987
1902,127,47.602,-122.338,7127,N,1987
2800,508,35.177,-120.76,7062,N,1987
3514,538,28.022,-97.047,6970,N,1987
775,567,57.732,-152.512,7046,N,1987
5905,2324,37.995,-76.465,6994,N,1987
7328,362,40.793,-73.782,NA,N,1987
7732,367,41.523,-70.672,7063,N,1987
3188,256,32.867,-117.257,7084,N,1987
4595,188,24.555,-81.807,7174,N,1987
8207,1524,44.642,-67.297,6994,N,1987
827,1067,61.238,-149.89,7180,N,1987
1784,1354,46.707,-123.967,6317,N,1987
7784,1111,41.285,-70.097,7076,N,1987
6808,180,39.355,-74.418,7105,N,1987
2190,1640,42.738,-124.498,6963,N,1987
5154,395,32.033,-80.902,7126,N,1987
7182,519,41.048,-71.96,7093,N,1987
3986,1156,30.25,-88.075,NA,N,1987
431,300,19.73,-155.055,7105,N,1987
871,1350,60.683,-151.397,NA,N,1987
2871,2126,34.408,-119.685,NA,N,1987
5991,360,38.873,-77.022,6971,N,1987
12,1372,23.867,-166.283,NA,N,1987
5851,1295,38.573,-76.068,7036,N,1987
3048,245,33.72,-118.272,7065,N,1987
5289,1651,33.235,-79.203,7030,N,1987
2855,1013,34.348,-119.442,7103,N,1987
5283,1721,33.017,-79.917,7047,N,1987
4440,1106,26.647,-81.87,6990,N,1987
5297,1720,33.647,-79.095,7153,Y,1987
2039,265,46.207,-123.768,6905,N,1987
3960,1715,30.325,-89.325,6977,N,1987
1947,1325,48.112,-122.757,6995,N,1987
7627,351,41.505,-71.327,7127,N,1987
527,487,51.863,-176.632,NA,N,1987
3626,828,29.285,-94.788,7018,N,1987
5308,1444,33.655,-78.918,7022,N,1987
5753,299,36.947,-76.33,7142,N,1987
5253,234,32.782,-79.925,7073,N,1987
7541,430,41.807,-71.4,7034,N,1987
4389,520,27.76,-82.627,7127,N,1987
4491,1107,26.132,-81.807,NA,N,1987
4179,1193,29.727,-84.982,6898,N,1987
7463,429,41.36,-72.09,7057,N,1987
5664,1635,36.967,-76.113,7014,N,1987
706,1634,55.337,-160.502,7044,N,1987
5819,597,37.247,-76.5,7061,N,1987
7387,1068,41.173,-73.182,6979,N,1987
3121,766,33.603,-117.882,7054,N,1987
3299,158,32.713,-117.173,7099,N,1987
4319,1638,27.978,-82.832,7011,N,1987
5366,1431,33.915,-78.018,7012,N,1987
4725,1717,25.903,-80.12,7022,N,1987
975,266,60.12,-149.427,7203,N,1987
6084,412,38.317,-76.452,7148,N,1987
4130,1641,30.152,-85.667,6940,N,1987
5375,2294,35.223,-75.635,7043,N,1987
4743,1696,26.612,-80.033,7002,N,1987
5072,112,30.672,-81.465,7227,N,1987
1017,1353,61.125,-146.362,7098,N,1987
316,521,20.895,-156.477,7011,N,1987
5527,1636,36.183,-75.747,7061,N,1987
8299,332,44.903,-66.982,7033,N,1987
6920,366,40.467,-74.008,7118,N,1987
4287,428,29.135,-83.032,NA,N,1987
3371,497,26.06,-97.215,7031,N,1987
1069,566,60.558,-145.752,7195,N,1987
2344,2125,38.913,-123.707,NA,N,1987
1631,2127,48.125,-123.44,6960,N,1987
2665,2330,38.055,-122.04,7161,N,1987
5486,2295,34.72,-76.67,7069,N,1987
6179,311,38.983,-76.48,7036,N,1987
922,1070,59.44,-151.72,7028,N,1987
2697,1663,37.583,-122.25,6935,N,1987
1663,1633,48.863,-122.757,7018,N,1987
2729,1352,36.605,-121.887,7037,N,1987
7113,1637,40.637,-74.142,6982,N,1987
7081,12,40.7,-74.013,7058,N,1987
4668,1424,24.718,-81.017,6991,N,1987
3728,161,29.31,-94.793,7241,N,1987
2306,1639,40.767,-124.217,7038,N,1987
2101,1196,44.625,-124.042,7015,N,1987
1746,384,48.547,-123.01,7050,N,1987
3905,526,29.263,-89.957,7067,N,1987
7900,235,42.353,-71.053,7114,N,1987
5487,2295,34.72,-76.67,7033,N,1988
5155,395,32.033,-80.902,7094,Y,1988
1747,384,48.547,-123.01,6992,N,1988
5754,299,36.947,-76.33,7068,N,1988
1948,1325,48.112,-122.757,6943,N,1988
1579,385,48.367,-124.612,6944,N,1988
2307,1639,40.767,-124.217,6978,N,1988
2345,2125,38.913,-123.707,NA,N,1988
5298,1720,33.647,-79.095,6998,N,1988
5254,234,32.782,-79.925,7038,N,1988
2040,265,46.207,-123.768,6862,N,1988
1632,2127,48.125,-123.44,6909,N,1988
5284,1721,33.017,-79.917,7004,N,1988
3122,766,33.603,-117.882,6999,N,1988
6294,148,39.267,-76.578,7043,N,1988
5290,1651,33.235,-79.203,7004,N,1988
5992,360,38.873,-77.022,6910,Y,1988
2549,10,37.807,-122.465,7018,N,1988
3961,1715,30.325,-89.325,NA,N,1988
8300,332,44.903,-66.982,7017,N,1988
2387,1394,37.995,-122.977,7008,N,1988
1497,225,55.332,-131.625,7074,N,1988
3189,256,32.867,-117.257,7045,N,1988
2159,1269,43.345,-124.322,NA,N,1988
3987,1156,30.25,-88.075,6902,N,1988
1903,127,47.602,-122.338,7078,N,1988
5443,396,34.227,-77.953,7063,N,1988
2275,378,41.745,-124.182,7009,N,1988
8208,1524,44.642,-67.297,6976,N,1988
6085,412,38.317,-76.452,7098,N,1988
5852,1295,38.573,-76.068,6990,N,1988
1664,1633,48.863,-122.757,6967,N,1988
2191,1640,42.738,-124.498,6904,N,1988
3906,526,29.263,-89.957,7042,N,1988
5820,597,37.247,-76.5,6992,N,1988
5376,2294,35.223,-75.635,6998,N,1988
2102,1196,44.625,-124.042,6965,N,1988
5073,112,30.672,-81.465,NA,N,1988
