,ID,lat,long,Sea_level.mm,C,year
3775,920,29.705,-93.853,7154,N,1977
2,1372,23.867,-166.283,6927,Y,1977
3178,256,32.867,-117.257,7024,N,1977
1147,445,59.548,-139.733,6941,N,1977
4169,1193,29.727,-84.982,6879,N,1977
2091,1196,44.625,-124.042,6978,N,1977
5809,597,37.247,-76.5,6930,N,1977
2845,1013,34.348,-119.442,NA,N,1977
965,266,60.12,-149.427,NA,N,1977
6604,135,39.933,-75.142,6897,N,1977
1621,2127,48.125,-123.44,6939,N,1977
7617,351,41.505,-71.327,7050,N,1977
7890,235,42.353,-71.053,7092,N,1977
3566,725,28.948,-95.308,6919,N,1977
7453,429,41.36,-72.09,NA,N,1977
3895,526,29.263,-89.957,NA,N,1977
2945,377,34.008,-118.5,6990,N,1977
8123,1279,44.105,-69.102,6953,N,1977
5895,2324,37.995,-76.465,6904,N,1977
6074,412,38.317,-76.452,7036,N,1977
7531,430,41.807,-71.4,6991,N,1977
4923,316,30.393,-81.432,7041,N,1977
7071,12,40.7,-74.013,6983,N,1977
4088,246,30.403,-87.21,7037,N,1977
1736,384,48.547,-123.01,7010,N,1977
7980,288,43.08,-70.742,7042,N,1977
607,757,53.88,-166.537,NA,N,1977
2615,437,37.772,-122.298,6993,N,1977
306,521,20.895,-156.477,6976,N,1977
5743,299,36.947,-76.33,7009,N,1977
1892,127,47.602,-122.338,7075,N,1977
2655,2330,38.055,-122.04,7047,N,1977
7774,1111,41.285,-70.097,7004,N,1977
517,487,51.863,-176.632,NA,N,1977
4430,1106,26.647,-81.87,6919,N,1977
3504,538,28.022,-97.047,NA,N,1977
4829,1182,29.147,-80.963,NA,N,1977
3038,245,33.72,-118.272,7041,N,1977
7722,367,41.523,-70.672,6993,N,1977
4585,188,24.555,-81.807,7126,N,1977
4733,1696,26.612,-80.033,6966,Y,1977
3616,828,29.285,-94.788,NA,N,1977
2029,265,46.207,-123.768,6864,N,1977
5981,360,38.873,-77.022,6868,N,1977
2538,10,37.807,-122.465,6982,N,1977
5605,399,36.822,-76.293,6882,N,1977
3451,919,26.068,-97.152,6972,N,1977
4277,428,29.135,-83.032,6975,N,1977
5841,1295,38.573,-76.068,NA,N,1977
176,155,21.307,-157.867,7051,N,1977
7241,848,40.95,-73.077,6971,N,1977
861,1350,60.683,-151.397,NA,N,1977
235,823,21.432,-157.79,NA,N,1977
7377,1068,41.173,-73.182,6908,N,1977
3111,766,33.603,-117.882,7011,N,1977
1568,385,48.367,-124.612,7002,N,1977
3718,161,29.31,-94.793,7195,N,1977
7172,519,41.048,-71.96,6988,N,1977
64,756,21.953,-159.355,6982,N,1977
5144,395,32.033,-80.902,NA,N,1977
3289,158,32.713,-117.173,7049,N,1977
8080,183,43.657,-70.247,7156,N,1977
2075,1285,45.553,-123.918,NA,N,1977
2719,1352,36.605,-121.887,6966,N,1977
421,300,19.73,-155.055,7034,N,1977
7318,362,40.793,-73.782,7051,N,1977
3414,1038,26.553,-97.422,6955,N,1977
4721,363,25.768,-80.132,7037,N,1977
5062,112,30.672,-81.465,7168,N,1977
2861,2126,34.408,-119.685,7935,N,1977
2790,508,35.177,-120.76,7026,N,1977
7360,856,40.893,-73.782,NA,N,1977
756,1179,57.745,-152.482,NA,N,1977
817,1067,61.238,-149.89,NA,N,1977
2376,1394,37.995,-122.977,7013,N,1977
8289,332,44.903,-66.982,NA,N,1977
1937,1325,48.112,-122.757,NA,N,1977
6169,311,38.983,-76.48,6944,N,1977
1389,405,58.298,-134.412,6828,N,1978
5433,396,34.227,-77.953,7110,N,1978
5842,1295,38.573,-76.068,7008,N,1978
5744,299,36.947,-76.33,7111,N,1978
5896,2324,37.995,-76.465,6960,N,1978
1938,1325,48.112,-122.757,6962,N,1978
4431,1106,26.647,-81.87,6939,N,1978
3290,158,32.713,-117.173,7071,N,1978
1893,127,47.602,-122.338,7110,N,1978
1569,385,48.367,-124.612,NA,N,1978
2846,1013,34.348,-119.442,NA,N,1978
3977,1156,30.25,-88.075,6901,N,1978
1622,2127,48.125,-123.44,6948,N,1978
2076,1285,45.553,-123.918,NA,N,1978
6284,148,39.267,-76.578,7072,N,1978
6170,311,38.983,-76.48,7032,N,1978
6328,1338,38.957,-76.355,7019,Y,1978
6075,412,38.317,-76.452,7106,N,1978
4170,1193,29.727,-84.982,6889,N,1978
3896,526,29.263,-89.957,6981,N,1978
5606,399,36.822,-76.293,6979,N,1978
1737,384,48.547,-123.01,6974,N,1978
2030,265,46.207,-123.768,6913,N,1978
6360,636,37.165,-75.988,NA,N,1978
2092,1196,44.625,-124.042,7000,N,1978
5477,2295,34.72,-76.67,7036,N,1978
5982,360,38.873,-77.022,6968,N,1978
1487,225,55.332,-131.625,7041,N,1978
6405,1337,38.61,-75.07,6968,N,1978
2862,2126,34.408,-119.685,7935,N,1978
966,266,60.12,-149.427,7096,N,1978
2149,1269,43.345,-124.322,7020,N,1978
7618,351,41.505,-71.327,7095,N,1978
2946,377,34.008,-118.5,7010,N,1978
7532,430,41.807,-71.4,7028,N,1978
4924,316,30.393,-81.432,7070,N,1978
177,155,21.307,-157.867,7076,N,1978
7454,429,41.36,-72.09,NA,N,1978
8124,1279,44.105,-69.102,6959,N,1978
3505,538,28.022,-97.047,6945,N,1978
2539,10,37.807,-122.465,7051,N,1978
7378,1068,41.173,-73.182,6953,N,1978
3452,919,26.068,-97.152,NA,N,1978
757,1179,57.745,-152.482,NA,N,1978
2377,1394,37.995,-122.977,7047,N,1978
7361,856,40.893,-73.782,NA,N,1978
6470,224,38.782,-75.12,7032,N,1978
3415,1038,26.553,-97.422,6960,N,1978
818,1067,61.238,-149.89,NA,N,1978
5063,112,30.672,-81.465,7186,N,1978
4278,428,29.135,-83.032,6978,N,1978
4089,246,30.403,-87.21,7030,N,1978
7242,848,40.95,-73.077,7025,N,1978
608,757,53.88,-166.537,NA,N,1978
3617,828,29.285,-94.788,6932,N,1978
4659,1424,24.718,-81.017,6975,N,1978
8081,183,43.657,-70.247,7140,N,1978
2720,1352,36.605,-121.887,7006,N,1978
236,823,21.432,-157.79,NA,N,1978
3039,245,33.72,-118.272,7070,N,1978
7981,288,43.08,-70.742,NA,N,1978
3567,725,28.948,-95.308,6917,N,1978
4722,363,25.768,-80.132,7033,N,1978
307,521,20.895,-156.477,7033,N,1978
4734,1696,26.612,-80.033,NA,N,1978
7891,235,42.353,-71.053,7098,N,1978
422,300,19.73,-155.055,7128,N,1978
2656,2330,38.055,-122.04,7160,N,1978
7775,1111,41.285,-70.097,7025,N,1978
518,487,51.863,-176.632,NA,N,1978
4830,1182,29.147,-80.963,7084,N,1978
8290,332,44.903,-66.982,NA,N,1978
4586,188,24.555,-81.807,7149,N,1978
7723,367,41.523,-70.672,7021,N,1978
2616,437,37.772,-122.298,7058,N,1978
862,1350,60.683,-151.397,NA,N,1978
7319,362,40.793,-73.782,7094,N,1978
3776,920,29.705,-93.853,7115,N,1978
1060,566,60.558,-145.752,7057,N,1978
2265,378,41.745,-124.182,7088,N,1978
3362,497,26.06,-97.215,7041,N,1978
3112,766,33.603,-117.882,7032,N,1978
6799,180,39.355,-74.418,7041,N,1978
1148,445,59.548,-139.733,6874,N,1978
4380,520,27.76,-82.627,7063,N,1978
6911,366,40.467,-74.008,7074,N,1978
8163,525,44.392,-68.205,7118,N,1978
5299,1444,33.655,-78.918,6934,N,1978
6694,1153,38.968,-74.96,NA,N,1978
1227,426,57.052,-135.342,6978,N,1978
5357,1431,33.915,-78.018,7046,Y,1978
6605,135,39.933,-75.142,6951,N,1978
4482,1107,26.132,-81.807,6991,N,1978
1308,495,59.45,-135.327,NA,N,1978
5244,234,32.782,-79.925,7041,N,1978
65,756,21.953,-159.355,6990,N,1978
5810,597,37.247,-76.5,7026,N,1978
7173,519,41.048,-71.96,7057,N,1978
7072,12,40.7,-74.013,7052,N,1978
3719,161,29.31,-94.793,7188,N,1978
3,1372,23.867,-166.283,7001,N,1978
913,1070,59.44,-151.72,7156,N,1978
2791,508,35.177,-120.76,7048,N,1978
3179,256,32.867,-117.257,NA,N,1978
5145,395,32.033,-80.902,7096,N,1978
1008,1353,61.125,-146.362,6974,N,1978
4925,316,30.393,-81.432,7039,N,1979
5300,1444,33.655,-78.918,6900,N,1979
4735,1696,26.612,-80.033,NA,N,1979
5745,299,36.947,-76.33,7088,N,1979
5064,112,30.672,-81.465,7154,N,1979
5358,1431,33.915,-78.018,NA,N,1979
1939,1325,48.112,-122.757,6952,N,1979
5367,2294,35.223,-75.635,6966,N,1979
4483,1107,26.132,-81.807,7022,N,1979
2077,1285,45.553,-123.918,NA,N,1979
5434,396,34.227,-77.953,7086,N,1979
2721,1352,36.605,-121.887,6993,N,1979
2150,1269,43.345,-124.322,7013,N,1979
4723,363,25.768,-80.132,NA,N,1979
2336,2125,38.913,-123.707,6977,N,1979
5245,234,32.782,-79.925,7021,N,1979
2657,2330,38.055,-122.04,7131,N,1979
66,756,21.953,-159.355,6989,N,1979
5607,399,36.822,-76.293,6956,N,1979
2540,10,37.807,-122.465,7026,N,1979
3978,1156,30.25,-88.075,6949,N,1979
2266,378,41.745,-124.182,7064,N,1979
5146,395,32.033,-80.902,7071,N,1979
4090,246,30.403,-87.21,7055,N,1979
4587,188,24.555,-81.807,7145,N,1979
2847,1013,34.348,-119.442,NA,N,1979
3180,256,32.867,-117.257,NA,N,1979
2378,1394,37.995,-122.977,7030,N,1979
2617,437,37.772,-122.298,7038,N,1979
2093,1196,44.625,-124.042,7009,N,1979
4831,1182,29.147,-80.963,7057,N,1979
5478,2295,34.72,-76.67,7005,N,1979
2792,508,35.177,-120.76,7025,N,1979
2031,265,46.207,-123.768,6886,N,1979
3113,766,33.603,-117.882,7029,N,1979
4660,1424,24.718,-81.017,6992,N,1979
6912,366,40.467,-74.008,7050,N,1979
6695,1153,38.968,-74.96,7026,N,1979
7379,1068,41.173,-73.182,6916,N,1979
3506,538,28.022,-97.047,NA,N,1979
1228,426,57.052,-135.342,6975,N,1979
8125,1279,44.105,-69.102,6927,N,1979
7455,429,41.36,-72.09,NA,N,1979
178,155,21.307,-157.867,7055,N,1979
7533,430,41.807,-71.4,7035,N,1979
4381,520,27.76,-82.627,7098,N,1979
6606,135,39.933,-75.142,6939,N,1979
1309,495,59.45,-135.327,NA,N,1979
2947,377,34.008,-118.5,6996,N,1979
6471,224,38.782,-75.12,7001,N,1979
609,757,53.88,-166.537,NA,N,1979
2863,2126,34.408,-119.685,7942,N,1979
3618,828,29.285,-94.788,6953,N,1979
6406,1337,38.61,-75.07,6936,N,1979
1488,225,55.332,-131.625,7041,N,1979
7619,351,41.505,-71.327,7069,N,1979
7724,367,41.523,-70.672,6994,N,1979
8164,525,44.392,-68.205,7090,N,1979
1149,445,59.548,-139.733,NA,N,1979
863,1350,60.683,-151.397,NA,N,1979
7174,519,41.048,-71.96,7031,Y,1979
4279,428,29.135,-83.032,6988,N,1979
7073,12,40.7,-74.013,7004,N,1979
914,1070,59.44,-151.72,7029,N,1979
7243,848,40.95,-73.077,NA,N,1979
967,266,60.12,-149.427,7105,N,1979
1009,1353,61.125,-146.362,6991,N,1979
3453,919,26.068,-97.152,NA,N,1979
819,1067,61.238,-149.89,NA,N,1979
4,1372,23.867,-166.283,6974,N,1979
5811,597,37.247,-76.5,6996,N,1979
7320,362,40.793,-73.782,7057,N,1979
7362,856,40.893,-73.782,NA,N,1979
1061,566,60.558,-145.752,7062,N,1979
3363,497,26.06,-97.215,7090,N,1979
758,1179,57.745,-152.482,NA,N,1979
6800,180,39.355,-74.418,7002,N,1979
3416,1038,26.553,-97.422,6997,N,1979
4171,1193,29.727,-84.982,6910,N,1979
1390,405,58.298,-134.412,6796,N,1979
3720,161,29.31,-94.793,NA,N,1979
308,521,20.895,-156.477,NA,N,1979
1738,384,48.547,-123.01,7010,N,1979
3568,725,28.948,-95.308,6973,N,1979
5983,360,38.873,-77.022,6971,N,1979
7892,235,42.353,-71.053,7069,N,1979
3897,526,29.263,-89.957,7035,N,1979
6076,412,38.317,-76.452,7086,N,1979
1894,127,47.602,-122.338,7085,N,1979
7982,288,43.08,-70.742,7013,N,1979
6171,311,38.983,-76.48,6988,N,1979
5897,2324,37.995,-76.465,6952,N,1979
423,300,19.73,-155.055,7086,N,1979
1623,2127,48.125,-123.44,6944,N,1979
8291,332,44.903,-66.982,6993,N,1979
1570,385,48.367,-124.612,7001,N,1979
1776,1354,46.707,-123.967,6295,Y,1979
6285,148,39.267,-76.578,7048,N,1979
3040,245,33.72,-118.272,NA,N,1979
6361,636,37.165,-75.988,6949,N,1979
8082,183,43.657,-70.247,7108,N,1979
3291,158,32.713,-117.173,7051,N,1979
4432,1106,26.647,-81.87,6975,N,1979
5843,1295,38.573,-76.068,6997,N,1979
6329,1338,38.957,-76.355,NA,N,1979
237,823,21.432,-157.79,NA,N,1979
7776,1111,41.285,-70.097,6998,N,1979
519,487,51.863,-176.632,NA,N,1979
759,1179,57.745,-152.482,NA,N,1980
7363,856,40.893,-73.782,6983,N,1980
3114,766,33.603,-117.882,7037,N,1980
2722,1352,36.605,-121.887,7002,N,1980
7244,848,40.95,-73.077,6982,N,1980
7175,519,41.048,-71.96,7018,N,1980
3417,1038,26.553,-97.422,6940,N,1980
7983,288,43.08,-70.742,6990,N,1980
179,155,21.307,-157.867,7094,N,1980
8292,332,44.903,-66.982,NA,N,1980
3569,725,28.948,-95.308,6926,N,1980
238,823,21.432,-157.79,NA,N,1980
7321,362,40.793,-73.782,7046,N,1980
820,1067,61.238,-149.89,NA,N,1980
4832,1182,29.147,-80.963,NA,N,1980
4724,363,25.768,-80.132,7067,N,1980
520,487,51.863,-176.632,7050,N,1980
2618,437,37.772,-122.298,7068,N,1980
3507,538,28.022,-97.047,NA,N,1980
3619,828,29.285,-94.788,6879,N,1980
7777,1111,41.285,-70.097,7004,N,1980
610,757,53.88,-166.537,NA,N,1980
5065,112,30.672,-81.465,7177,N,1980
4091,246,30.403,-87.21,7026,N,1980
2948,377,34.008,-118.5,7032,N,1980
7620,351,41.505,-71.327,7061,N,1980
424,300,19.73,-155.055,7123,N,1980
7534,430,41.807,-71.4,6992,N,1980
2658,2330,38.055,-122.04,7180,N,1980
7456,429,41.36,-72.09,NA,N,1980
4926,316,30.393,-81.432,7040,N,1980
4588,188,24.555,-81.807,7156,N,1980
4736,1696,26.612,-80.033,NA,N,1980
2541,10,37.807,-122.465,7056,N,1980
7380,1068,41.173,-73.182,6909,N,1980
7725,367,41.523,-70.672,6984,N,1980
3454,919,26.068,-97.152,NA,N,1980
7893,235,42.353,-71.053,7062,N,1980
309,521,20.895,-156.477,7058,N,1980
2379,1394,37.995,-122.977,7046,N,1980
8126,1279,44.105,-69.102,6919,N,1980
5812,597,37.247,-76.5,6968,N,1980
3721,161,29.31,-94.793,7187,N,1980
2078,1285,45.553,-123.918,7026,N,1980
1571,385,48.367,-124.612,7002,N,1980
3292,158,32.713,-117.173,7076,N,1980
3979,1156,30.25,-88.075,6916,N,1980
6286,148,39.267,-76.578,7000,N,1980
6330,1338,38.957,-76.355,NA,N,1980
3041,245,33.72,-118.272,7055,N,1980
6362,636,37.165,-75.988,6934,N,1980
4172,1193,29.727,-84.982,6895,N,1980
5479,2295,34.72,-76.67,7007,N,1980
1489,225,55.332,-131.625,7076,N,1980
4661,1424,24.718,-81.017,6993,N,1980
5435,396,34.227,-77.953,7055,N,1980
2864,2126,34.408,-119.685,7945,N,1980
2094,1196,44.625,-124.042,7013,N,1980
2337,2125,38.913,-123.707,6978,N,1980
1624,2127,48.125,-123.44,6959,N,1980
6077,412,38.317,-76.452,7042,N,1980
4433,1106,26.647,-81.87,6967,N,1980
8083,183,43.657,-70.247,7097,N,1980
5844,1295,38.573,-76.068,6950,N,1980
1940,1325,48.112,-122.757,6968,N,1980
5746,299,36.947,-76.33,7054,N,1980
5898,2324,37.995,-76.465,6919,N,1980
6172,311,38.983,-76.48,6947,N,1980
1895,127,47.602,-122.338,7103,N,1980
1777,1354,46.707,-123.967,NA,N,1980
1739,384,48.547,-123.01,7018,N,1980
2032,265,46.207,-123.768,6907,N,1980
2848,1013,34.348,-119.442,7076,N,1980
5608,399,36.822,-76.293,6919,N,1980
3898,526,29.263,-89.957,7007,N,1980
5984,360,38.873,-77.022,6888,N,1980
6472,224,38.782,-75.12,6994,N,1980
1391,405,58.298,-134.412,6816,N,1980
6801,180,39.355,-74.418,6999,N,1980
864,1350,60.683,-151.397,NA,N,1980
4280,428,29.135,-83.032,6988,N,1980
7074,12,40.7,-74.013,6977,N,1980
915,1070,59.44,-151.72,7044,N,1980
968,266,60.12,-149.427,7144,N,1980
3181,256,32.867,-117.257,7049,N,1980
1010,1353,61.125,-146.362,7022,N,1980
5147,395,32.033,-80.902,7096,N,1980
6913,366,40.467,-74.008,7032,N,1980
2793,508,35.177,-120.76,7038,N,1980
2267,378,41.745,-124.182,7077,N,1980
1062,566,60.558,-145.752,7096,N,1980
3364,497,26.06,-97.215,7021,N,1980
67,756,21.953,-159.355,7018,N,1980
1150,445,59.548,-139.733,6900,N,1980
6407,1337,38.61,-75.07,NA,N,1980
6696,1153,38.968,-74.96,7029,N,1980
1310,495,59.45,-135.327,NA,N,1980
2151,1269,43.345,-124.322,7012,N,1980
5,1372,23.867,-166.283,6928,N,1980
5368,2294,35.223,-75.635,6978,N,1980
6607,135,39.933,-75.142,6864,N,1980
5246,234,32.782,-79.925,7037,N,1980
5359,1431,33.915,-78.018,6970,N,1980
4484,1107,26.132,-81.807,7017,N,1980
1229,426,57.052,-135.342,6998,N,1980
4382,520,27.76,-82.627,7088,N,1980
5301,1444,33.655,-78.918,NA,N,1980
8165,525,44.392,-68.205,NA,N,1980
2949,377,34.008,-118.5,7020,N,1981
2794,508,35.177,-120.76,7042,N,1981
4485,1107,26.132,-81.807,6967,N,1981
2849,1013,34.348,-119.442,7073,N,1981
4434,1106,26.647,-81.87,6944,N,1981
4281,428,29.135,-83.032,6959,N,1981
2865,2126,34.408,-119.685,NA,N,1981
4589,188,24.555,-81.807,7147,N,1981
4383,520,27.76,-82.627,7071,N,1981
6,1372,23.867,-166.283,6916,N,1981
1896,127,47.602,-122.338,7115,N,1981
2723,1352,36.605,-121.887,6988,N,1981
865,1350,60.683,-151.397,NA,N,1981
7075,12,40.7,-74.013,6984,N,1981
916,1070,59.44,-151.72,7068,N,1981
969,266,60.12,-149.427,7187,N,1981
1011,1353,61.125,-146.362,7072,N,1981
6914,366,40.467,-74.008,7040,N,1981
1063,566,60.558,-145.752,7140,N,1981
7176,519,41.048,-71.96,7036,N,1981
6802,180,39.355,-74.418,7009,N,1981
6697,1153,38.968,-74.96,7050,N,1981
8166,525,44.392,-68.205,7105,N,1981
6608,135,39.933,-75.142,6882,N,1981
1230,426,57.052,-135.342,7034,N,1981
1311,495,59.45,-135.327,NA,N,1981
6473,224,38.782,-75.12,7001,N,1981
1392,405,58.298,-134.412,6856,N,1981
1151,445,59.548,-139.733,6924,N,1981
7245,848,40.95,-73.077,6971,N,1981
821,1067,61.238,-149.89,NA,N,1981
7322,362,40.793,-73.782,7050,N,1981
180,155,21.307,-157.867,7122,N,1981
239,823,21.432,-157.79,7016,N,1981
7984,288,43.08,-70.742,7014,N,1981
310,521,20.895,-156.477,NA,N,1981
7894,235,42.353,-71.053,7083,N,1981
425,300,19.73,-155.055,7130,N,1981
7778,1111,41.285,-70.097,7024,N,1981
7726,367,41.523,-70.672,7002,N,1981
521,487,51.863,-176.632,7071,N,1981
611,757,53.88,-166.537,NA,N,1981
7621,351,41.505,-71.327,7070,N,1981
7535,430,41.807,-71.4,7009,N,1981
7457,429,41.36,-72.09,7000,N,1981
7381,1068,41.173,-73.182,6917,N,1981
8127,1279,44.105,-69.102,6963,N,1981
760,1179,57.745,-152.482,NA,N,1981
7364,856,40.893,-73.782,6989,N,1981
6408,1337,38.61,-75.07,6918,N,1981
4662,1424,24.718,-81.017,6985,N,1981
1490,225,55.332,-131.625,7111,N,1981
6331,1338,38.957,-76.355,6936,N,1981
5360,1431,33.915,-78.018,NA,N,1981
5302,1444,33.655,-78.918,NA,N,1981
5247,234,32.782,-79.925,7009,N,1981
68,756,21.953,-159.355,7050,N,1981
2268,378,41.745,-124.182,7071,N,1981
5184,1537,32.433,-80.667,6909,N,1981
5148,395,32.033,-80.902,7070,N,1981
5369,2294,35.223,-75.635,6963,N,1981
5066,112,30.672,-81.465,7150,N,1981
2380,1394,37.995,-122.977,7035,N,1981
2542,10,37.807,-122.465,7027,N,1981
4927,316,30.393,-81.432,7025,N,1981
2619,437,37.772,-122.298,7032,N,1981
4833,1182,29.147,-80.963,7078,N,1981
2659,2330,38.055,-122.04,7142,N,1981
4737,1696,26.612,-80.033,NA,N,1981
2338,2125,38.913,-123.707,6961,N,1981
2152,1269,43.345,-124.322,7026,N,1981
5436,396,34.227,-77.953,7040,N,1981
5480,2295,34.72,-76.67,7009,N,1981
6287,148,39.267,-76.578,7003,N,1981
1572,385,48.367,-124.612,7015,N,1981
1625,2127,48.125,-123.44,6957,N,1981
6173,311,38.983,-76.48,6953,N,1981
6078,412,38.317,-76.452,7041,N,1981
1740,384,48.547,-123.01,7045,N,1981
5985,360,38.873,-77.022,6854,N,1981
1778,1354,46.707,-123.967,NA,N,1981
5899,2324,37.995,-76.465,6908,N,1981
5845,1295,38.573,-76.068,6951,N,1981
5813,597,37.247,-76.5,6966,N,1981
1941,1325,48.112,-122.757,6987,N,1981
5747,299,36.947,-76.33,7050,N,1981
2033,265,46.207,-123.768,6945,N,1981
5609,399,36.822,-76.293,6924,N,1981
2079,1541,44.81,-124.057,7020,N,1981
2095,1196,44.625,-124.042,7013,N,1981
6363,636,37.165,-75.988,6935,N,1981
3042,245,33.72,-118.272,7041,N,1981
8084,183,43.657,-70.247,7118,N,1981
3508,538,28.022,-97.047,6955,N,1981
3455,919,26.068,-97.152,NA,N,1981
4092,246,30.403,-87.21,7015,N,1981
3620,828,29.285,-94.788,6947,N,1981
3293,158,32.713,-117.173,7066,N,1981
3182,256,32.867,-117.257,7048,N,1981
3722,161,29.31,-94.793,7206,N,1981
3365,497,26.06,-97.215,7029,N,1981
3570,725,28.948,-95.308,6949,N,1981
3899,526,29.263,-89.957,7006,N,1981
3980,1156,30.25,-88.075,NA,N,1981
3115,766,33.603,-117.882,7037,N,1981
4173,1193,29.727,-84.982,6847,N,1981
3418,1038,26.553,-97.422,6970,N,1981
8293,332,44.903,-66.982,7029,N,1981
917,1070,59.44,-151.72,6960,N,1982
5846,1295,38.573,-76.068,6984,N,1982
7458,429,41.36,-72.09,7005,N,1982
7076,12,40.7,-74.013,6995,N,1982
7895,235,42.353,-71.053,7067,N,1982
3900,526,29.263,-89.957,7042,N,1982
1741,384,48.547,-123.01,7091,N,1982
2866,2126,34.408,-119.685,NA,N,1982
7323,362,40.793,-73.782,7062,N,1982
5370,2294,35.223,-75.635,6966,N,1982
5361,1431,33.915,-78.018,NA,N,1982
6079,412,38.317,-76.452,7081,N,1982
5814,597,37.247,-76.5,7001,N,1982
1012,1353,61.125,-146.362,6992,N,1982
4738,1696,26.612,-80.033,NA,N,1982
1942,1325,48.112,-122.757,7030,N,1982
5248,234,32.782,-79.925,7046,N,1982
5067,112,30.672,-81.465,7190,N,1982
3116,766,33.603,-117.882,7079,N,1982
2339,2125,38.913,-123.707,7025,N,1982
4384,520,27.76,-82.627,7088,N,1982
6915,366,40.467,-74.008,7049,N,1982
970,266,60.12,-149.427,7097,N,1982
4174,1193,29.727,-84.982,6889,N,1982
866,1350,60.683,-151.397,NA,N,1982
8202,1524,44.642,-67.297,6951,N,1982
3419,1038,26.553,-97.422,6973,N,1982
5610,399,36.822,-76.293,6965,N,1982
5185,1537,32.433,-80.667,6939,N,1982
2080,1541,44.81,-124.057,7055,N,1982
3981,1156,30.25,-88.075,NA,N,1982
4590,188,24.555,-81.807,7158,N,1982
7779,1111,41.285,-70.097,7012,N,1982
8128,1279,44.105,-69.102,6925,N,1982
1897,127,47.602,-122.338,7165,N,1982
822,1067,61.238,-149.89,NA,N,1982
2795,508,35.177,-120.76,7079,N,1982
1779,1354,46.707,-123.967,6369,N,1982
5986,360,38.873,-77.022,6927,N,1982
7246,848,40.95,-73.077,6963,N,1982
522,487,51.863,-176.632,7035,N,1982
761,1179,57.745,-152.482,6788,N,1982
5149,395,32.033,-80.902,7102,N,1982
7177,519,41.048,-71.96,7033,N,1982
3183,256,32.867,-117.257,7084,N,1982
3723,161,29.31,-94.793,7228,N,1982
3456,919,26.068,-97.152,NA,N,1982
426,300,19.73,-155.055,7081,N,1982
2096,1196,44.625,-124.042,7048,N,1982
5900,2324,37.995,-76.465,6951,N,1982
4663,1424,24.718,-81.017,NA,N,1982
2269,378,41.745,-124.182,7122,N,1982
7382,1068,41.173,-73.182,6924,N,1982
2724,1352,36.605,-121.887,7049,N,1982
3366,497,26.06,-97.215,7032,N,1982
7727,367,41.523,-70.672,6997,N,1982
4282,428,29.135,-83.032,6973,N,1982
6332,1338,38.957,-76.355,6988,N,1982
1064,566,60.558,-145.752,7070,N,1982
6609,135,39.933,-75.142,6902,N,1982
1231,426,57.052,-135.342,6968,N,1982
69,756,21.953,-159.355,6950,N,1982
2620,437,37.772,-122.298,7131,N,1982
4093,246,30.403,-87.21,7036,N,1982
3509,538,28.022,-97.047,6954,N,1982
240,823,21.432,-157.79,NA,N,1982
1491,225,55.332,-131.625,7058,N,1982
8085,183,43.657,-70.247,7074,N,1982
2153,1269,43.345,-124.322,7071,N,1982
6364,636,37.165,-75.988,6943,N,1982
1312,495,59.45,-135.327,6759,N,1982
6409,1337,38.61,-75.07,6935,N,1982
3621,828,29.285,-94.788,6977,N,1982
3294,158,32.713,-117.173,7109,N,1982
4435,1106,26.647,-81.87,NA,N,1982
1393,405,58.298,-134.412,6761,N,1982
4928,316,30.393,-81.432,7078,N,1982
8294,332,44.903,-66.982,7003,N,1982
2543,10,37.807,-122.465,7122,N,1982
612,757,53.88,-166.537,6887,N,1982
5437,396,34.227,-77.953,7083,N,1982
3043,245,33.72,-118.272,7077,N,1982
6474,224,38.782,-75.12,7022,N,1982
181,155,21.307,-157.867,7035,N,1982
2034,265,46.207,-123.768,7012,N,1982
6288,148,39.267,-76.578,7053,N,1982
5303,1444,33.655,-78.918,NA,N,1982
2381,1394,37.995,-122.977,7110,N,1982
1626,2127,48.125,-123.44,7002,N,1982
2850,1013,34.348,-119.442,7125,N,1982
2660,2330,38.055,-122.04,7271,N,1982
3571,725,28.948,-95.308,6965,N,1982
7985,288,43.08,-70.742,6987,N,1982
7,1372,23.867,-166.283,6861,N,1982
1573,385,48.367,-124.612,7050,N,1982
2950,377,34.008,-118.5,7062,N,1982
6803,180,39.355,-74.418,7046,N,1982
311,521,20.895,-156.477,6981,N,1982
1152,445,59.548,-139.733,6834,N,1982
4834,1182,29.147,-80.963,7089,N,1982
5748,299,36.947,-76.33,7087,N,1982
6174,311,38.983,-76.48,6994,N,1982
4486,1107,26.132,-81.807,6955,N,1982
7622,351,41.505,-71.327,7075,N,1982
6698,1153,38.968,-74.96,7063,N,1982
5481,2295,34.72,-76.67,7023,N,1982
8167,525,44.392,-68.205,7067,N,1982
7536,430,41.807,-71.4,7004,N,1982
8129,1279,44.105,-69.102,7010,N,1983
7537,430,41.807,-71.4,7066,N,1983
5249,234,32.782,-79.925,7111,N,1983
1943,1325,48.112,-122.757,7096,N,1983
8295,332,44.903,-66.982,7066,N,1983
7383,1068,41.173,-73.182,7012,N,1983
7459,429,41.36,-72.09,7089,N,1983
2851,1013,34.348,-119.442,7186,N,1983
8,1372,23.867,-166.283,6846,N,1983
2796,508,35.177,-120.76,7140,N,1983
7623,351,41.505,-71.327,7146,N,1983
2270,378,41.745,-124.182,7211,N,1983
